ltable_id,rtable_id,label,block_id
722,2198,0,softwaoftwarftware
722,2238,0,softwaoftwarftware
722,2392,0,softwaoftwarftware
723,2332,0,softwaoftwarftware
724,2788,0,softwaoftwarftware
724,2798,1,softwaoftwarftware
726,2788,1,softwaoftwarftware
735,2136,0,softwaoftwarftware
735,2931,1,softwaoftwarftware
751,2707,0,softwaoftwarftware
751,2710,0,softwaoftwarftware
751,2735,0,softwaoftwarftware
760,2146,0,softwaoftwarftware
761,2167,0,softwaoftwarftware
761,2803,0,softwaoftwarftware
762,2123,0,softwaoftwarftware
763,2166,0,softwaoftwarftware
774,2315,0,softwaoftwarftware
774,2393,0,softwaoftwarftware
779,2100,0,softwaoftwarftware
779,2139,0,softwaoftwarftware
779,2402,0,softwaoftwarftware
779,2707,0,softwaoftwarftware
787,2567,1,softwaoftwarftware
788,2003,0,softwaoftwarftware
788,2396,0,softwaoftwarftware
808,2100,0,softwaoftwarftware
808,2125,0,softwaoftwarftware
808,2161,0,softwaoftwarftware
808,2402,0,softwaoftwarftware
808,2960,0,softwaoftwarftware
819,2131,0,softwaoftwarftware
819,2153,0,softwaoftwarftware
826,2175,0,softwaoftwarftware
827,2122,0,softwaoftwarftware
827,2132,0,softwaoftwarftware
827,2167,0,softwaoftwarftware
827,2169,0,softwaoftwarftware
827,2175,0,softwaoftwarftware
827,2192,0,softwaoftwarftware
827,2194,0,softwaoftwarftware
827,2198,0,softwaoftwarftware
827,2238,0,softwaoftwarftware
827,2390,0,softwaoftwarftware
827,2401,0,softwaoftwarftware
827,2756,0,softwaoftwarftware
829,1635,0,softwaoftwarftware
829,2828,0,softwaoftwarftware
831,2767,1,softwaoftwarftware
832,2777,0,softwaoftwarftware
838,2219,0,softwaoftwarftware
838,2714,1,softwaoftwarftware
844,2224,0,softwaoftwarftware
844,2762,0,softwaoftwarftware
851,2008,0,softwaoftwarftware
851,2402,0,softwaoftwarftware
853,2391,0,softwaoftwarftware
859,2124,0,softwaoftwarftware
859,2398,0,softwaoftwarftware
875,2276,0,softwaoftwarftware
881,2108,0,softwaoftwarftware
882,2139,0,softwaoftwarftware
903,2131,0,softwaoftwarftware
903,2153,0,softwaoftwarftware
907,3110,0,softwaoftwarftware
916,3110,0,softwaoftwarftware
917,2290,0,softwaoftwarftware
934,2801,0,softwaoftwarftware
938,3110,0,softwaoftwarftware
941,2425,0,softwaoftwarftware
941,2813,0,softwaoftwarftware
944,2102,0,softwaoftwarftware
944,2139,0,softwaoftwarftware
944,2276,1,softwaoftwarftware
946,2108,0,softwaoftwarftware
958,2444,0,softwaoftwarftware
958,2445,1,softwaoftwarftware
970,2219,0,softwaoftwarftware
970,2714,0,softwaoftwarftware
972,2123,0,softwaoftwarftware
973,2219,0,softwaoftwarftware
973,2714,0,softwaoftwarftware
975,2219,1,softwaoftwarftware
975,2714,0,softwaoftwarftware
982,2224,1,softwaoftwarftware
982,2762,1,softwaoftwarftware
999,2002,0,softwaoftwarftware
999,2813,0,softwaoftwarftware
1001,2102,0,softwaoftwarftware
1001,2139,0,softwaoftwarftware
1004,2412,0,softwaoftwarftware
1004,2745,0,softwaoftwarftware
1005,2192,0,softwaoftwarftware
1019,2998,0,softwaoftwarftware
1020,2290,0,softwaoftwarftware
1020,2774,0,softwaoftwarftware
1021,2141,0,softwaoftwarftware
1021,2144,0,softwaoftwarftware
1021,2453,0,softwaoftwarftware
1021,2839,0,softwaoftwarftware
1021,2998,0,softwaoftwarftware
1024,2420,0,softwaoftwarftware
1024,2435,1,softwaoftwarftware
1024,2936,1,softwaoftwarftware
1038,2102,0,softwaoftwarftware
1038,2139,0,softwaoftwarftware
1038,2310,0,softwaoftwarftware
1055,2774,0,softwaoftwarftware
1056,2108,0,softwaoftwarftware
1062,2063,1,softwaoftwarftware
1062,2126,0,softwaoftwarftware
1064,2096,0,softwaoftwarftware
1066,2108,0,softwaoftwarftware
1068,2108,0,softwaoftwarftware
1072,2139,0,softwaoftwarftware
1074,2002,0,softwaoftwarftware
1074,2075,0,softwaoftwarftware
1076,2108,0,softwaoftwarftware
1078,2100,1,softwaoftwarftware
1078,2102,0,softwaoftwarftware
1078,2139,0,softwaoftwarftware
1078,2402,0,softwaoftwarftware
1078,2435,0,softwaoftwarftware
1078,2707,0,softwaoftwarftware
1078,2723,0,softwaoftwarftware
1078,2936,0,softwaoftwarftware
1080,2096,1,softwaoftwarftware
1099,2425,1,softwaoftwarftware
1099,2813,0,softwaoftwarftware
1105,2161,0,softwaoftwarftware
1105,2402,0,softwaoftwarftware
1105,2960,0,softwaoftwarftware
1110,2108,0,softwaoftwarftware
1114,2425,0,softwaoftwarftware
1114,2813,0,softwaoftwarftware
1115,2161,0,softwaoftwarftware
1115,2960,0,softwaoftwarftware
1127,2130,0,softwaoftwarftware
1127,2156,0,softwaoftwarftware
1127,2198,0,softwaoftwarftware
1127,2238,0,softwaoftwarftware
1127,2392,0,softwaoftwarftware
1148,1525,0,softwaoftwarftware
1148,2141,0,softwaoftwarftware
1148,2192,1,softwaoftwarftware
1148,2792,0,softwaoftwarftware
1148,2839,0,softwaoftwarftware
1148,2998,0,softwaoftwarftware
1148,3214,0,softwaoftwarftware
1156,2124,1,softwaoftwarftware
1162,2130,0,softwaoftwarftware
1162,2171,0,softwaoftwarftware
1162,2238,0,softwaoftwarftware
1168,2169,1,softwaoftwarftware
1170,2130,0,softwaoftwarftware
1170,2156,1,softwaoftwarftware
1170,2175,0,softwaoftwarftware
1170,2198,0,softwaoftwarftware
1170,2238,0,softwaoftwarftware
1170,2392,0,softwaoftwarftware
1176,2150,0,softwaoftwarftware
1176,2154,0,softwaoftwarftware
1176,2173,0,softwaoftwarftware
1176,2174,0,softwaoftwarftware
1176,2310,0,softwaoftwarftware
1176,2395,0,softwaoftwarftware
1176,2412,0,softwaoftwarftware
1176,2759,0,softwaoftwarftware
1176,2792,0,softwaoftwarftware
1182,2398,0,softwaoftwarftware
1190,2008,0,softwaoftwarftware
1190,2141,0,softwaoftwarftware
1190,2402,0,softwaoftwarftware
1190,2839,0,softwaoftwarftware
1190,2998,0,softwaoftwarftware
1195,2008,0,softwaoftwarftware
1195,2402,0,softwaoftwarftware
1223,2811,0,softwaoftwarftware
1223,2852,0,softwaoftwarftware
1227,2772,0,softwaoftwarftware
1249,3130,0,softwaoftwarftware
1257,2161,0,softwaoftwarftware
1257,2960,0,softwaoftwarftware
1258,2402,1,softwaoftwarftware
1264,2008,0,softwaoftwarftware
1264,2402,0,softwaoftwarftware
1264,2420,0,softwaoftwarftware
1264,2435,0,softwaoftwarftware
1264,2936,0,softwaoftwarftware
1264,2998,0,softwaoftwarftware
1269,2008,0,softwaoftwarftware
1269,2402,0,softwaoftwarftware
1272,2402,0,softwaoftwarftware
1275,2420,1,softwaoftwarftware
1275,2435,0,softwaoftwarftware
1275,2936,0,softwaoftwarftware
1277,3145,0,softwaoftwarftware
1279,3145,0,softwaoftwarftware
1281,3145,0,softwaoftwarftware
1284,2161,0,softwaoftwarftware
1284,2402,0,softwaoftwarftware
1284,2960,0,softwaoftwarftware
1287,2008,0,softwaoftwarftware
1287,2402,0,softwaoftwarftware
1287,2435,0,softwaoftwarftware
1287,2936,0,softwaoftwarftware
1290,2402,0,softwaoftwarftware
1293,2141,0,softwaoftwarftware
1293,2839,0,softwaoftwarftware
1293,2998,0,softwaoftwarftware
1293,3214,0,softwaoftwarftware
1305,2803,0,softwaoftwarftware
13,2425,0,softwaftware
13,2813,0,softwaftware
27,1525,0,softwaftware
27,2123,0,softwaftware
27,2792,0,softwaftware
27,2998,0,softwaftware
59,2119,1,softwaftware
72,1567,1,softwaftware
72,3110,0,softwaftware
92,2219,0,softwaftware
92,2714,0,softwaftware
135,1763,0,softwaftware
210,2122,0,softwaftware
244,2423,0,softwaftware
244,2803,0,softwaftware
258,2423,0,softwaftware
258,2803,0,softwaftware
271,1512,1,softwaftware
271,2137,0,softwaftware
271,2165,0,softwaftware
271,2206,0,softwaftware
271,2332,0,softwaftware
271,2411,0,softwaftware
271,3145,0,softwaftware
271,3215,0,softwaftware
284,2192,0,softwaftware
287,1525,0,softwaftware
287,2141,0,softwaftware
287,2192,0,softwaftware
287,2792,0,softwaftware
287,2839,0,softwaftware
287,2998,0,softwaftware
287,3214,0,softwaftware
388,2145,0,softwaftware
393,2803,0,softwaftware
408,2813,0,softwaftware
432,2398,0,softwaftware
436,2783,1,softwaftware
436,2785,0,softwaftware
479,2418,0,softwaftware
479,2452,1,softwaftware
482,3130,0,softwaftware
490,2441,0,softwaftware
490,2803,1,softwaftware
498,2131,0,softwaftware
498,2153,0,softwaftware
501,2165,0,softwaftware
510,2845,0,softwaftware
512,2154,0,softwaftware
512,2412,0,softwaftware
512,2441,0,softwaftware
512,2792,0,softwaftware
512,2803,0,softwaftware
513,2131,0,softwaftware
513,2153,0,softwaftware
548,2104,0,softwaftware
548,2122,0,softwaftware
548,2146,0,softwaftware
548,2530,0,softwaftware
548,3034,0,softwaftware
548,3145,0,softwaftware
570,2412,0,softwaftware
570,2745,0,softwaftware
636,2131,0,softwaftware
636,2153,1,softwaftware
689,2002,0,softwaftware
691,2781,1,softwaftware
693,2783,0,softwaftware
695,2777,0,softwaftware
696,3110,0,softwaftware
703,2787,1,softwaftware
705,2008,0,softwaftware
707,2783,0,softwaftware
707,2785,1,softwaftware
712,2343,0,softwaftware
719,3110,0,softwaftware
722,2130,0,softwaftware
722,2156,0,softwaftware
722,2175,0,softwaftware
722,2198,0,softwaftware
722,2238,0,softwaftware
722,2392,0,softwaftware
723,2332,0,softwaftware
724,2788,0,softwaftware
724,2798,1,softwaftware
726,2788,1,softwaftware
735,2136,0,softwaftware
735,2931,1,softwaftware
751,2707,0,softwaftware
751,2710,0,softwaftware
751,2735,0,softwaftware
760,2146,0,softwaftware
761,2167,0,softwaftware
761,2803,0,softwaftware
762,2123,0,softwaftware
763,2166,0,softwaftware
774,2315,0,softwaftware
774,2393,0,softwaftware
779,2100,0,softwaftware
779,2139,0,softwaftware
779,2402,0,softwaftware
779,2707,0,softwaftware
787,2567,1,softwaftware
788,2003,0,softwaftware
788,2396,0,softwaftware
808,2100,0,softwaftware
808,2125,0,softwaftware
808,2161,0,softwaftware
808,2402,0,softwaftware
808,2960,0,softwaftware
819,2131,0,softwaftware
819,2153,0,softwaftware
826,2175,0,softwaftware
827,2122,0,softwaftware
827,2132,0,softwaftware
827,2167,0,softwaftware
827,2169,0,softwaftware
827,2175,0,softwaftware
827,2192,0,softwaftware
827,2194,0,softwaftware
827,2198,0,softwaftware
827,2238,0,softwaftware
827,2390,0,softwaftware
827,2401,0,softwaftware
827,2756,0,softwaftware
829,1635,0,softwaftware
829,2828,0,softwaftware
831,2767,1,softwaftware
832,2777,0,softwaftware
838,2219,0,softwaftware
838,2714,1,softwaftware
844,2224,0,softwaftware
844,2762,0,softwaftware
851,2008,0,softwaftware
851,2402,0,softwaftware
853,2391,0,softwaftware
859,2124,0,softwaftware
859,2398,0,softwaftware
875,2276,0,softwaftware
881,2108,0,softwaftware
882,2139,0,softwaftware
903,2131,0,softwaftware
903,2153,0,softwaftware
907,3110,0,softwaftware
916,3110,0,softwaftware
917,2290,0,softwaftware
934,2801,0,softwaftware
938,3110,0,softwaftware
941,2425,0,softwaftware
941,2813,0,softwaftware
944,2102,0,softwaftware
944,2139,0,softwaftware
944,2276,1,softwaftware
946,2108,0,softwaftware
958,2444,0,softwaftware
958,2445,1,softwaftware
970,2219,0,softwaftware
970,2714,0,softwaftware
972,2123,0,softwaftware
973,2219,0,softwaftware
973,2714,0,softwaftware
975,2219,1,softwaftware
975,2714,0,softwaftware
982,2224,1,softwaftware
982,2762,1,softwaftware
999,2002,0,softwaftware
999,2813,0,softwaftware
1001,2102,0,softwaftware
1001,2139,0,softwaftware
1004,2412,0,softwaftware
1004,2745,0,softwaftware
1005,2192,0,softwaftware
1019,2998,0,softwaftware
1020,2290,0,softwaftware
1020,2774,0,softwaftware
1021,2141,0,softwaftware
1021,2144,0,softwaftware
1021,2453,0,softwaftware
1021,2839,0,softwaftware
1021,2998,0,softwaftware
1024,2420,0,softwaftware
1024,2435,1,softwaftware
1024,2936,1,softwaftware
1038,2102,0,softwaftware
1038,2139,0,softwaftware
1038,2310,0,softwaftware
1055,2774,0,softwaftware
1056,2108,0,softwaftware
1062,2063,1,softwaftware
1062,2126,0,softwaftware
1064,2096,0,softwaftware
1066,2108,0,softwaftware
1068,2108,0,softwaftware
1072,2139,0,softwaftware
1074,2002,0,softwaftware
1074,2075,0,softwaftware
1076,2108,0,softwaftware
1078,2100,1,softwaftware
1078,2102,0,softwaftware
1078,2139,0,softwaftware
1078,2402,0,softwaftware
1078,2435,0,softwaftware
1078,2707,0,softwaftware
1078,2723,0,softwaftware
1078,2936,0,softwaftware
1080,2096,1,softwaftware
1099,2425,1,softwaftware
1099,2813,0,softwaftware
1105,2161,0,softwaftware
1105,2402,0,softwaftware
1105,2960,0,softwaftware
1110,2108,0,softwaftware
1114,2425,0,softwaftware
1114,2813,0,softwaftware
1115,2161,0,softwaftware
1115,2960,0,softwaftware
1127,2130,0,softwaftware
1127,2156,0,softwaftware
1127,2198,0,softwaftware
1127,2238,0,softwaftware
1127,2392,0,softwaftware
1148,1525,0,softwaftware
1148,2141,0,softwaftware
1148,2192,1,softwaftware
1148,2792,0,softwaftware
1148,2839,0,softwaftware
1148,2998,0,softwaftware
1148,3214,0,softwaftware
1156,2124,1,softwaftware
1162,2130,0,softwaftware
1162,2171,0,softwaftware
1162,2238,0,softwaftware
1168,2169,1,softwaftware
1170,2130,0,softwaftware
1170,2156,1,softwaftware
1170,2175,0,softwaftware
1170,2198,0,softwaftware
1170,2238,0,softwaftware
1170,2392,0,softwaftware
1176,2150,0,softwaftware
1176,2154,0,softwaftware
1176,2173,0,softwaftware
1176,2174,0,softwaftware
1176,2310,0,softwaftware
1176,2395,0,softwaftware
1176,2412,0,softwaftware
1176,2759,0,softwaftware
1176,2792,0,softwaftware
1182,2398,0,softwaftware
1190,2008,0,softwaftware
1190,2141,0,softwaftware
1190,2402,0,softwaftware
1190,2839,0,softwaftware
1190,2998,0,softwaftware
1195,2008,0,softwaftware
1195,2402,0,softwaftware
1223,2811,0,softwaftware
1223,2852,0,softwaftware
1227,2772,0,softwaftware
1249,3130,0,softwaftware
1257,2161,0,softwaftware
1257,2960,0,softwaftware
1258,2402,1,softwaftware
1264,2008,0,softwaftware
1264,2402,0,softwaftware
1264,2420,0,softwaftware
1264,2435,0,softwaftware
1264,2936,0,softwaftware
1264,2998,0,softwaftware
1269,2008,0,softwaftware
1269,2402,0,softwaftware
1272,2402,0,softwaftware
1275,2420,1,softwaftware
1275,2435,0,softwaftware
1275,2936,0,softwaftware
1277,3145,0,softwaftware
1279,3145,0,softwaftware
1281,3145,0,softwaftware
1284,2161,0,softwaftware
1284,2402,0,softwaftware
1284,2960,0,softwaftware
1287,2008,0,softwaftware
1287,2402,0,softwaftware
1287,2435,0,softwaftware
1287,2936,0,softwaftware
1290,2402,0,softwaftware
1293,2141,0,softwaftware
1293,2839,0,softwaftware
1293,2998,0,softwaftware
1293,3214,0,softwaftware
1305,2803,0,softwaftware
88,1865,0,for
90,1497,0,for
90,2766,0,for
92,2219,0,for
99,1680,1,for
145,1514,0,for
145,2821,0,for
155,1893,0,for
165,1503,1,for
186,1497,0,for
186,2518,0,for
202,2219,0,for
244,1852,0,for
258,1852,0,for
289,1497,0,for
321,3120,1,for
408,2813,0,for
431,1633,0,for
431,1828,0,for
431,1893,0,for
492,1497,0,for
492,1514,0,for
492,2150,0,for
492,2597,0,for
496,1514,0,for
496,1828,0,for
531,1497,0,for
531,1633,0,for
531,1828,0,for
531,1893,0,for
532,3092,0,for
609,2773,0,for
645,1514,0,for
662,1497,0,for
662,1828,0,for
662,1893,0,for
667,1422,0,for
685,2166,0,for
723,1497,0,for
723,2821,0,for
761,1852,0,for
797,2597,1,for
807,2408,0,for
838,2219,0,for
840,2175,0,for
840,2292,0,for
970,2219,0,for
973,2219,0,for
975,2219,1,for
976,1680,0,for
1057,1531,0,for
1176,2150,0,for
1176,2618,0,for
1176,2685,0,for
1176,2766,0,for
1208,1680,0,for
13,2425,0,oftwarftware
13,2813,0,oftwarftware
27,1525,0,oftwarftware
27,2123,0,oftwarftware
27,2792,0,oftwarftware
27,2998,0,oftwarftware
59,2119,1,oftwarftware
72,1567,1,oftwarftware
72,3110,0,oftwarftware
92,2219,0,oftwarftware
92,2714,0,oftwarftware
135,1763,0,oftwarftware
210,2122,0,oftwarftware
244,2423,0,oftwarftware
244,2803,0,oftwarftware
258,2423,0,oftwarftware
258,2803,0,oftwarftware
271,1512,1,oftwarftware
271,2137,0,oftwarftware
271,2165,0,oftwarftware
271,2206,0,oftwarftware
271,2332,0,oftwarftware
271,2411,0,oftwarftware
271,3145,0,oftwarftware
271,3215,0,oftwarftware
284,2192,0,oftwarftware
287,1525,0,oftwarftware
287,2141,0,oftwarftware
287,2192,0,oftwarftware
287,2792,0,oftwarftware
287,2839,0,oftwarftware
287,2998,0,oftwarftware
287,3214,0,oftwarftware
388,2145,0,oftwarftware
393,2803,0,oftwarftware
408,2813,0,oftwarftware
432,2398,0,oftwarftware
436,2783,1,oftwarftware
436,2785,0,oftwarftware
479,2418,0,oftwarftware
479,2452,1,oftwarftware
482,3130,0,oftwarftware
490,2441,0,oftwarftware
490,2803,1,oftwarftware
498,2131,0,oftwarftware
498,2153,0,oftwarftware
501,2165,0,oftwarftware
510,2845,0,oftwarftware
512,2154,0,oftwarftware
512,2412,0,oftwarftware
512,2441,0,oftwarftware
512,2792,0,oftwarftware
512,2803,0,oftwarftware
513,2131,0,oftwarftware
513,2153,0,oftwarftware
548,2104,0,oftwarftware
548,2122,0,oftwarftware
548,2146,0,oftwarftware
548,2530,0,oftwarftware
548,3034,0,oftwarftware
548,3145,0,oftwarftware
570,2412,0,oftwarftware
570,2745,0,oftwarftware
636,2131,0,oftwarftware
636,2153,1,oftwarftware
689,2002,0,oftwarftware
691,2781,1,oftwarftware
693,2783,0,oftwarftware
695,2777,0,oftwarftware
696,3110,0,oftwarftware
703,2787,1,oftwarftware
705,2008,0,oftwarftware
707,2783,0,oftwarftware
707,2785,1,oftwarftware
712,2343,0,oftwarftware
719,3110,0,oftwarftware
722,2130,0,oftwarftware
722,2156,0,oftwarftware
722,2175,0,oftwarftware
722,2198,0,oftwarftware
722,2238,0,oftwarftware
722,2392,0,oftwarftware
723,2332,0,oftwarftware
724,2788,0,oftwarftware
724,2798,1,oftwarftware
726,2788,1,oftwarftware
735,2136,0,oftwarftware
735,2931,1,oftwarftware
751,2707,0,oftwarftware
751,2710,0,oftwarftware
751,2735,0,oftwarftware
760,2146,0,oftwarftware
761,2167,0,oftwarftware
761,2803,0,oftwarftware
762,2123,0,oftwarftware
763,2166,0,oftwarftware
774,2315,0,oftwarftware
774,2393,0,oftwarftware
779,2100,0,oftwarftware
779,2139,0,oftwarftware
779,2402,0,oftwarftware
779,2707,0,oftwarftware
787,2567,1,oftwarftware
788,2003,0,oftwarftware
788,2396,0,oftwarftware
808,2100,0,oftwarftware
808,2125,0,oftwarftware
808,2161,0,oftwarftware
808,2402,0,oftwarftware
808,2960,0,oftwarftware
819,2131,0,oftwarftware
819,2153,0,oftwarftware
826,2175,0,oftwarftware
827,2122,0,oftwarftware
827,2132,0,oftwarftware
827,2167,0,oftwarftware
827,2169,0,oftwarftware
827,2175,0,oftwarftware
827,2192,0,oftwarftware
827,2194,0,oftwarftware
827,2198,0,oftwarftware
827,2238,0,oftwarftware
827,2390,0,oftwarftware
827,2401,0,oftwarftware
827,2756,0,oftwarftware
829,1635,0,oftwarftware
829,2828,0,oftwarftware
831,2767,1,oftwarftware
832,2777,0,oftwarftware
838,2219,0,oftwarftware
838,2714,1,oftwarftware
844,2224,0,oftwarftware
844,2762,0,oftwarftware
851,2008,0,oftwarftware
851,2402,0,oftwarftware
853,2391,0,oftwarftware
859,2124,0,oftwarftware
859,2398,0,oftwarftware
875,2276,0,oftwarftware
881,2108,0,oftwarftware
882,2139,0,oftwarftware
903,2131,0,oftwarftware
903,2153,0,oftwarftware
907,3110,0,oftwarftware
916,3110,0,oftwarftware
917,2290,0,oftwarftware
934,2801,0,oftwarftware
938,3110,0,oftwarftware
941,2425,0,oftwarftware
941,2813,0,oftwarftware
944,2102,0,oftwarftware
944,2139,0,oftwarftware
944,2276,1,oftwarftware
946,2108,0,oftwarftware
958,2444,0,oftwarftware
958,2445,1,oftwarftware
970,2219,0,oftwarftware
970,2714,0,oftwarftware
972,2123,0,oftwarftware
973,2219,0,oftwarftware
973,2714,0,oftwarftware
975,2219,1,oftwarftware
975,2714,0,oftwarftware
982,2224,1,oftwarftware
982,2762,1,oftwarftware
999,2002,0,oftwarftware
999,2813,0,oftwarftware
1001,2102,0,oftwarftware
1001,2139,0,oftwarftware
1004,2412,0,oftwarftware
1004,2745,0,oftwarftware
1005,2192,0,oftwarftware
1019,2998,0,oftwarftware
1020,2290,0,oftwarftware
1020,2774,0,oftwarftware
1021,2141,0,oftwarftware
1021,2144,0,oftwarftware
1021,2453,0,oftwarftware
1021,2839,0,oftwarftware
1021,2998,0,oftwarftware
1024,2420,0,oftwarftware
1024,2435,1,oftwarftware
1024,2936,1,oftwarftware
1038,2102,0,oftwarftware
1038,2139,0,oftwarftware
1038,2310,0,oftwarftware
1055,2774,0,oftwarftware
1056,2108,0,oftwarftware
1062,2063,1,oftwarftware
1062,2126,0,oftwarftware
1064,2096,0,oftwarftware
1066,2108,0,oftwarftware
1068,2108,0,oftwarftware
1072,2139,0,oftwarftware
1074,2002,0,oftwarftware
1074,2075,0,oftwarftware
1076,2108,0,oftwarftware
1078,2100,1,oftwarftware
1078,2102,0,oftwarftware
1078,2139,0,oftwarftware
1078,2402,0,oftwarftware
1078,2435,0,oftwarftware
1078,2707,0,oftwarftware
1078,2723,0,oftwarftware
1078,2936,0,oftwarftware
1080,2096,1,oftwarftware
1099,2425,1,oftwarftware
1099,2813,0,oftwarftware
1105,2161,0,oftwarftware
1105,2402,0,oftwarftware
1105,2960,0,oftwarftware
1110,2108,0,oftwarftware
1114,2425,0,oftwarftware
1114,2813,0,oftwarftware
1115,2161,0,oftwarftware
1115,2960,0,oftwarftware
1127,2130,0,oftwarftware
1127,2156,0,oftwarftware
1127,2198,0,oftwarftware
1127,2238,0,oftwarftware
1127,2392,0,oftwarftware
1148,1525,0,oftwarftware
1148,2141,0,oftwarftware
1148,2192,1,oftwarftware
1148,2792,0,oftwarftware
1148,2839,0,oftwarftware
1148,2998,0,oftwarftware
1148,3214,0,oftwarftware
1156,2124,1,oftwarftware
1162,2130,0,oftwarftware
